App Link on Google Play,Application Name,Number of Reviews,Application Description,Number of Characters in Description,Overall Rate,First Page Reviews,Number of Characters in First Page Reviews,Last Update,Ending Date,Number of Days Since Last Update,App Size,App Installs, Version Required,,,,,,,,,,,
https://play.google.com/store/apps/details?id=air.com.dor.paris.vusiem,Orsay Museum Guide,73.00,"Download to experience the magical, mesmerising journey that Musee d’Orsay offers! Feast your eyes on one of the greatest collections of Academic and Impressionist era paintings and an astounding range of sculptures.  Enjoy hundreds of artists from Van Gogh to Vallotton, Renoir to Rodin, Bazille to Bonnard, Cezanne to Courbet and Millet to Monet.  Spread over three floors, the Musee dÓrsay's collection is truly breathtaking. Paintings include works by Ingres, Delacroix. Manet, Renoir, Cezanne, Courbet, Degas, Seurat, Bonnard and Gauguin. Sculptures include impressive works by Rodin, Carpeaux, Camille Claudel and Daumier. The app has several features to make your visit easy, enjoyable and entertaining: # Fully interactive maps for navigation# Route planner to design and follow your itinerary# Guided walks based on time and interest# Excellent audio playback of descriptions# High-resolution images of artworks# Powerful search to find your favorite works# Interesting artist bios and facts about paintings Deep dive into the collection of the splendid museum, and learn about the museum itself, which was originally a railway station! Time to relish the magical and mesmerizing journey of Orsay!Read moreCollapse",1223.00,2.60,"This is a very limited demo, unless you pay. Usability is awful, the audio ""guide"" is an awful robotic voice, app keeps pushing you to unlock the premium version, without telling you what you'll get, and if you do it's just some more robotic voices. worst app ever. it has an automated voice that just reads text. I bought the ""pro"" version and is the same thing. I ended up buying the audio guide at the museum. I want my money back. Having visited the Orsay, this app brings back some great memories. Very well done and easy to use. New discoveries every time!",562.00,17/06/2020,19/03/2021,275.00,27.00,10000.00,2.30,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.google.android.apps.cultural,Google Arts & Culture,41408.00,"Are you curious about what Van Gogh’s Starry Night looks like up close? Have you ever toured the ancient Maya temples or met the inspirational figures of Black history? Do you want to learn about Japan’s unique food culture or incredible Indian railways?Google Arts & Culture puts the treasures, stories and knowledge of over 2,000 cultural institutions from 80 countries at your fingertips. From the suffragettes who fought for women’s rights, to performing arts at the Paris Opera, to NASA’s archive of stunning images, discover stories about our cultural heritage. It’s your doorway to explore the art, history, people and wonders of our world.Highlights:• Art Transfer – Take a photo and transform it with classic artworks• Art Selfie – Discover portraits that look like you• Color Palette – Find art by using the colors of your photo• Art Projector – See how artworks look in real size• Pocket Gallery – Wander through immersive galleries and get up close to art• Art Camera – Explore high-definition artworks• 360° videos – Experience culture in 360 degrees• Virtual reality tours – Step inside world-class museums• Street View – Tour famous sites and landmarks• Explore by time and color – Travel through time and see the rainbow through art• Art Recogniser – Point your device camera at artworks to learn more about them, even when offline (at select museums only)More features:• Exhibits – Take guided tours curated by experts• Favorites – Save and group your favorite artworks into galleries to share with friends or students• Nearby – Find museums and exhibitions near you• Notifications – Subscribe to receive weekly highlights or favorite content updates• Translate – Use the translate button to read about exhibits from around the world in your languagePermissions notice:• Location: used to recommend cultural sites and events based on your current location• Camera: used to recognise artworks and provide related information about them• Contacts (Get Accounts): used to allow sign in with a Google Account, in order to store users' favourites and preferences• Storage: used to allow artworks to be recognised and related information to be accessed while offlineRead moreCollapse",2194.00,4.20,"Brilliant. Amazing. Perfect. I am enjoying using this app so much. The art projector is fascinating, the art filters and interesting and the art selfie is really funny! This app has created an Earth-sized window into an art world mostly inaccessible to me otherwise. Thank you Google. A platform for free exploration and learning. When I first installed this app, I wouldn't be able to say much about it, given the limited amount of features that it provided. But coming back to it now in 2020 (while many museums are closed), I've been trying out the AR virtual tour features and am v...Full ReviewA platform for free exploration and learning. When I first installed this app, I wouldn't be able to say much about it, given the limited amount of features that it provided. But coming back to it now in 2020 (while many museums are closed), I've been trying out the AR virtual tour features and am very excited for the current and future possibilities this provides not only to consumers, but also to the suppliers/hosts of the physical content (i.e. the museums). Thanks Google, and keep it up! 🖖 When I'm using front camera, it turns upside down and doesn't detect every faces it captures. Please fix this for the next update. 😟 Crashes every time I try to use it. I'm very disappointed, was planning on using this a lot. I'm hopeful they'll fix it, but maybe they only want iphone people.",1393.00,06/10/2020,19/03/2021,164.00,25.00,10000000.00,8.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=se.abergsmuseum,Åbergs Museum,,"Låt Lasse Åberg guida dig genom Åbergs Museums samlingar. I muséet finns tillfälliga utställningar och Lasses egen samling av konst och seriefigurer. I den permanenta konstutställningen hittar man serieoriginal av de stora tecknarna, till exempel Burne Hogarth, Tarzans skapare och Hal Foster som tecknade Prins Valiant. De hänger tillsammans med serieinspirerad konst av både Picasso och Keith Haring. Ingen annanstans hittar du denna blandning av serieoriginal och serieinfluerad konst. Muséets samling av antika Disneyföremål är en av världens främsta med föremål från 1928-1940. Nytt är en permanent utställning med rekvista, foton och kostymer från filmerna om den gänglige nörden Stig-Helmer.VälkommenLet Lasse Åberg guide you through Åberg's collections.The museum's temporary exhibitions and Lasse's own collection of art and cartoon characters. In the permanent exhibition you will find the original series of the major signatories, such Burne Hogarth, Tarzan's creator and Hal Foster Prince Valiant signed. They hang together with the series inspired art by both Picasso and Keith Haring. Nowhere else you will find this mixture of series and original series influenced art. The museum's collection of antique Disney objects is one of the world's top with items from 1928 to 1940. New is a permanent exhibition of rekvista, photos and costumes from the films of the lanky nerd Stig-Helmer.WelcomeRead moreCollapse",1423.00,0.00,Without Review,14.00,20/07/2020,19/03/2021,242.00,28.00,100.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=ca.qc.mbam.mobile,Montreal Museum of Fine Arts,32.00,"The Montreal Museum of Fine Arts offers you a mobile application that can guide you in the discovery of the Museum complex. The app was designed to enhance your experience, and has the following features:- The audioguide for the major exhibition on view, accessible at all times on your smart device. - A free musical audioguide to enrich your visit to the Michal and Renata Hornstein Pavilion for Peace for international art and education. - Access to our collections through geolocalized thematic tours.- A navigation program that guides you effectively in all of our pavilions and exhibition galleries.- Access to your Member card for faster access to the Museum to get all of the information on your membership. - Information on the exhibitions on view and the cultural activities of the day. Note:- Don’t forget your headphones to use your app for an enriched audio experience as you discover the Museum. - You will need an Internet connection to use your app. The MMFA Wi-Fi network is free and available everywhere in the Museum. - The application will need access to the GPS and location data of your device in order to guide you in the Museum. - It is recommended to update your device regularly.Read moreCollapse",1222.00,2.80,"I downloaded the app at home, downloaded the audio guide at home, went to the museum and was surprised that I could not increase the volume... Yep, the audio worked, but somehow, increasing and decreasing the volume did not work, making it impossible to listen when people where talking around me or ...Full ReviewI downloaded the app at home, downloaded the audio guide at home, went to the museum and was surprised that I could not increase the volume... Yep, the audio worked, but somehow, increasing and decreasing the volume did not work, making it impossible to listen when people where talking around me or in rooms with background music. That and, even if you download everything, you cannot listen to the audio when offline. Worked just fine, downloaded from home. Just download at your house and you should be fine. The audio tours are a little long-winded but they're nice, free, and informative. cannot download the app on the wifi provided. the difference between art and reality, imagination and function. Hopeless. Couldn't connect.",1047.00,04/09/2020,19/03/2021,196.00,33.00,10000.00,6.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=fr.museeprehistoire.ANDROID,Prehistory Museum,,"Available in French and English, this digital mediation device accompanies the visit of the Prehistory Museum of Île-de-France. It is free and can be downloaded directly at the reception hall of the museum.Opened in 1981, the museum presents the Prehistory of Île-de-France, from the first flints hand-carved by Man around 600 000 BC at the end of the Iron Age and at the time of Caesar’s conquest of Gaul.Located in Nemours, in the southern part of the forest of Fontainebleau, the museum was built in undergrowth strewed with sandstone blocks. It is a contemporary building, including six interior gardens, and widely open to surrounding nature. It is listed/classified as a Historic Monument and has obtained the 20th century heritage label.Consequently, this application, which comprises 400 pictures, is composed of two different visits: one dedicated to the archaeological collections, and the other to the architecture of the building. The first one is a commented one hour tour of the museum’s rooms in a chronological order. The second one proposes a 30 minute walk inside and outside the museum.For a more detailed visit of the collections, the application gives the possibility to discover typical objects of the great periods of Prehistory, via index cards.The museum team wishes you an excellent visit.Application developed by smArtappsDevelopment of audio contents: Studio Vert FoncéRead moreCollapse",1414.00,0.00,Without Review,14.00,08/04/2019,19/03/2021,711.00,28.00,1000.00,5.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.yourcultureconnect.ama.mobileguide,Alexandria Museum of Art,,"Access rich content about the Alexandria Museum of Art's permanent collection. Discover bonus photos, videos, and more during your visit using the museum's interactive mobile guide. Also explore special exhibitions, family tours, and Educator's Lessons.Read moreCollapse",270.00,0.00,Without Review,14.00,27/04/2020,19/03/2021,326.00,9.50,10.00,5.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.myorpheo.museecamilleclaudel,Camille Claudel Museum,,"Welcome to the Camille Claudel museum in Nogent-sur-Seine. Discover with this audio guide, on your own, with your family or in a group, the collections of the Museum, focused on sculpture in the days of Camille Claudel.PRESENTATION OF THE MOBILE APPLICATIONThe world's first Camille Claudel Museum is located in Nogent-sur-Seine, a town where, as an adolescent in 1874, the artist met sculptor Alfred Boucher whose support would be a determining factor in her future. The collection is made up of those assembled by Reine-Marie Paris and Philippe Cressent, acquired in 2008, to which were added purchases on the art market thanks to funds from the Patrimoine and the generosity of patrons. In terms of numbers, this is the largest collection in the world, with the forty one works on exhibit offering a full discovery of her artistic career. At the same time, the Museum's constituent collection of sculptures, including monumental works, from the end of the 19th century to the First World War, allows for understanding the artistic context in which Camille Claudel was trained, evolved, and had to assert herself. This application offers a unique itinerary in sculpted art of the latter half of the 19th century and early 20th century. Discover the Museum by accessing thirty commentaries amongst the works and themes of the collections of the Camille Claudel Museum which capture your attention. You can choose the mode of navigation by list or by keyboard.PRACTICAL INFORMATION AND ONLINE TICKETINGHours and prices :Public opening times of the Camille Claudel MuseumWinter hours: 1 November-31 MarchWednesday to Saturday: 11am-6pmSundays: 11am-7pmClosed Monday and TuesdaySummer hours: 1 April-31 OctoberTuesday to Friday: 11am-6pmSaturday and Sunday: 11am-7pmClosed MondayFull price: 7€Reduced price: 4€Free admission for those under 25Free admission for all the first Sunday of every monthAccess :Nogent-sur-Seine is located in the Aube département in the Champagne region. The entrance of the Camille Claudel Museum is at 10 rue Gustave-Flaubert.By train :Nogent-sur-Seine SNCF station is barely one hour from the Gare de l’Est station in Paris. The Camille Claudel Museum is ten minutes on foot from the railway station.To prepare your itinerary, consult the SNCF site (URL link).By car :Located 1hr 40' from Paris, the Camille Claudel Museum is linked to the capital by the major trunk roads A5 – exit 18, Troyes by the D619 (1hr), Reims by the D951 (1hr 45'), Sens by the D939 (45'), or Provins by the D619 (20').Free parking is to be found at the Parking Fournier, 1 rue Paul-Fournier, or the church car park in the city centre.All levels of the Museum are accessible by lift.Activities :The Camille Claudel Museum offers guided visits, information sheets about the galleries as well as audio guides providing additional information about the collections. Audio guides, equipped with a magnetic buckle, are available upon request at the Museum's reception desk and allow for accessing the multimedia resources in the course of the visit. They are designed with freedom and conviviality in mind so that everyone can visit at his or her own pace, listening to the commentary that suits the visitor, alone, with family or friends. The Museum offers a wide range of activities for individual visitors and families: discovery and thematic visits, family activities, live show and much more!FURTHER INFORMATION ON :www.museecamilleclaudel.fr/en/Crédits :Mobile application and audio guides realised by ORPHEO based on the textual and visual content provided by the Camille Claudel Museum.© Musée Camille Claudel, Nogent-sur-SeineRead moreCollapse",3651.00,0.00,Not function.,13.00,31/05/2017,19/03/2021,1388.00,57.00,500.00,4.10,,,,,,,,,,,
https://play.google.com/store/apps/details?id=org.culturalspot.mobile.internationalmuseumofchildrensart,Museum of Children´s Art,,"The International Museum of Children´s Art in Oslo, Norway is a pioneer institution, being the world´s first full scale Museum of Child Art. Today, the museum´s art collection contains art works by children and young from more than 180 countries.The Museum was established in 1986 by The Foundation of Children's History, Art and Culture. Film director Rafael Goldin (1920-1994) and his wife, Doctor of Medicine, Alla Goldin (1938-2007), have conceived and developed the idea of this unique Museum and collection.At Lille Frøens vei in Oslo you can see the world through children's eyes and understand how children's art is a bearer of aesthetic values. The Museum regards children's art as a living part of folk art and also as an important element in our national and universal culture. The children's own opinion and concerns are presented through changing thematic exhibitions, carefully chosen with the same demands for quality as in an adults art museum.The main goal is to promote «the Rights of the Child» and in the future also serve as a research centre for the study of the history, art and culture of the child. The museum is beneficial to children as well as to adults and the collection is intended as a source of inspiration to both children and adults - including artists, pedagogues, researchers and politicians. Our longterm efforts are to develop appreciation of the value of children's art and culture represent, at the same time, a struggle to protect the rights of the child. The right to have and preserve a culture of one's own is an accepted principle, when referring to nations or segments of the population. In addition to aesthetic qualities, the Museum contributes to provide a better understanding of children's visions and standards of value.It is said that children are people. But, people do not exist without a culture. Children are people who belong to the future. And they have the right to their own culture, their own art and history. - Founder & Film director Rafael Goldin (1920-1994)Read moreCollapse",2041.00,0.00,Without Review,14.00,29/06/2015,19/03/2021,2090.00,2.90,100.00,4.30,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.tristaninteractive.brooks_moa,Memphis Brooks Museum of Art,,"The Memphis Brooks Museum of Art is the largest art museum in a three-state region of the American South. Download the Brooks app to stay connected and up to date on current exhibitions and special events. Use it to plan upcoming visits; to listen to expert insight from curators, educators, and art world insiders; and to discover selected works from the permanent collection and special exhibitions. Fuel your children’s creativity via the Brooks Kids! section of the app. This special kids-only section includes a puzzle game, audio tours presented in English and Spanish, and a coloring section where your child can create art inspired by works on view at the Brooks.Over 9,000 works make up the Brooks’ permanent collection including ancient works from Greece, Rome, and the Ancient Americas; Renaissance masterpieces from Italy; English portraiture; American painting and decorative arts; contemporary art; and a survey of African art.For more information on the Brooks, and all other exhibitions and programs, call 901.544.6200 or visit www.brooksmuseum.orgRead moreCollapse",1081.00,0.00,"Nice idea Nice idea, but the audio stops when the screen blanks. Also, the clips don't seem to be complete. ! They have this app in the museum too but its easier to get on your phone first, you will have to do a download after you install Cash Carlton Brooks",258.00,14/10/2016,19/03/2021,1617.00,6.80,500.00,2.30,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.Sined.mab.app,Afro Brasil Museum,28.00,"About Museum:Located in Ibirapuera Park, the Museum preserves, 11 000 m² in a collection of over 6000 works, including paintings, sculptures, prints, photographs, documents and ethnological pieces of Brazilian and foreign authors, produced between the eighteenth century and the days today. The collection covers many aspects of African and african-Brazilian cultural universes, covering topics such as religion, work, art, bondage, among others to record the historical trajectory and African influences in the construction of Brazilian society.This is the official app for Afro Museum BrasilRead moreCollapse",610.00,0.00,Without Review,14.00,12/05/2017,19/03/2021,1407.00,57.00,1000.00,3.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=in.invis.napier,Napier Museum,25.00,"Napier Museum is one of the oldest art and natural history museums in India. Set in the sprawling, lush museum grounds, this historic structure stands as a landmark in the city with its unique ornamentation and architecture. The museum is renowned for its fairly good collection of artistic, cultural and antique objects.Napier Museum App is an initiative of the Department of Museum and Zoos, Government of Kerala. This App will provide you with information regarding the artifacts of Napier Museum. The App along with Bluetooth Low Energy devices that are fixed inside the Museum bestows the visitors' details of the artifacts while visiting the Museum.Read moreCollapse",672.00,4.60,Its a super app.Everything you should know about this trivandrum museum is contained in this app.please do try to spread the app so as to get many downloads and to give most info to travellers.well a great hands to the developers.Great great!!! nice app easy to use and It has good updates on it and it is really great Not opening only Very Good App,349.00,12/02/2020,19/03/2021,401.00,11.00,1000.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=org.culturalspot.mobile.smithsoniansnationalpostalmuseum,National Postal Museum,6.00,"The Smithsonian National Postal Museum App is your mobile window on the museum. You'll learn about our vast collection of stamps and other artifacts, and the fascinating history they commemorate, through a growing collection of mobile exhibits.The National Postal Museum houses one of the largest and most significant philatelic and postal history collections in the world and one of the world’s most comprehensive library resources on philately and postal history. The museum’s many exhibition galleries present America’s postal history from Colonial times to the present, while its collections contain prestigious U.S. and international postal issues and specialized collections, archival postal documents and 3-D objects.This app allows you to share in our collections anytime; anywhere.Read moreCollapse",807.00,3.80,"I would have liked to use this app, but I only got as far as a message that there was no network connection. None of the other apps I use has this complaint. Not sure what's wrong, and I'm not going to waste time figuring it out. Looking Good! I hope to see more about other exibits and special collections, the videos added a nice touch. Thank you.",349.00,29/01/2016,19/03/2021,1876.00,4.10,500.00,4.30,,,,,,,,,,,
https://play.google.com/store/apps/details?id=fr.museearmee.officielle,Army Museum,9.00,"Browse the exhibitions, news, collections and museum spaces, games and practical information to come to the museum.Read moreCollapse",132.00,0.00,Without Review,14.00,31/03/2017,19/03/2021,1449.00,86.00,1000.00,4.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=net.llamadigital.petrie,Petrie Museum,13.00,"The Petrie Museum houses around 80,000 objects, making it one of the greatest collections of Egyptian and Sudanese archaeology in the world. It illustrates life in the Nile Valley from prehistory through the time of the pharaohs, the Ptolemaic, Roman and Coptic periods to the Islamic period.The app is a visitor guide that will help introduce you to the museum, and highlight some of its most interesting exhibits. The app uses beacon technology to automatically detect where you are in the museum and will show you relevant content automatically.Read moreCollapse",565.00,5.00,"Lovely app to complement a lovely museum If you plan to visit the Petrie it is best to look at the App first, as the 
museum is quite confussing - but still well worth visiting. Great app! Really loved learning all about the museum and the audio content 
really makes a difference.",281.00,19/10/2020,19/03/2021,151.00,11.00,100.00,5.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.mcm.app.ar,MY Chinese Museum,,"The Malaysian Chinese Museum is the first museum in Malaysia to present the history and current development of the Malaysian Chinese community. Proposed by Tan Sri Datuk Dr. Ng Teck Fong in November 2011, the construction of the museum started in August 2017 and was completed in March 2018. It is located on the first floor of Wisma Hua Zong in Seri Kembangan, Selangor. Its gross floor area is 10550 square feet.The museum has a total of 16 permanent exhibition sections and 1000 pieces of collection. The permanent exhibition presents the history of Chinese immigration at different periods and the cultural heritage of local Chinese. The collections are displayed by a combination of text and graphics, recreation of historical scenes, artwork and multimedia.The Malaysian Chinese Museum is a non-profit institution under the Federation of Chinese Associations of Malaysia (Hua Zong). The purpose of this museum is to serve the Malaysian society through collection, presentation, research and interaction in the fields of history and culture. The core ideas of this museum are to present to the public the spirit of the Chinese community - living in harmony with rulers of different states and people of different ethnicities; and the contributions and sacrifices made by the Chinese community to our country.Read moreCollapse",1330.00,0.00,Without Review,14.00,19/08/2019,19/03/2021,578.00,56.00,100.00,6.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=org.virt.martis,Virtual Museum Martis,,"The MARTIS virtual museum of Medieval Art presents the 3D models of the Medieval architecture monuments, the 3D models of the famous museums' collection treasures and of their 3D reconstruction by contemporary art. Modern tecnologies displays these master pieces and reveal the architecture monument interiors accompanied by the audio-excursions that narrates about its most interesting facts. The virtual museums ITINERARIES section organizes the thematic trips around the architectonical monuments and the museums treasures. Study the museum objects and listen the audio-excursions to enjoy the beautiful Medieval arts and interesting historical facts to penetrate into mysteries of hidden process run in the society. The MARTIS virtual museum through architecture Medieval masterpieces and museum collections exhibits presents the Medieval social imaginary, MUNDUS IMAGINALIS, the subject of th interconnection of three sciences: social science, history and art history. The virtual museum produced by famous scientists of the Medieval history and art.Read moreCollapse",1072.00,0.00,Without Review,14.00,21/11/2017,19/03/2021,1214.00,65.00,100.00,4.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.arternative.quickmuseum,QuickMuseum,10.00,"QuickMuseum is the app that guides you through some of the most important European art museums in a brand new and engaging way, thanks to customisable tours, games and fascinating stories told in a very straightforward way.HOW QUICK-MUSEUM WORKSLaunching the app, first choose a city and a museum, then simply start your own visit, selecting one of the solutions QuickMuseum suggests you.You'll be able to choose a timed tour that best fits with your needs, or a custom tour, by choosing what themes interest you the most (contemporary art, mith, impressionism, etc..), or you can choose to play with the works of art thanks to our quiz tour or profile tour, which creates a tour along the museum, tailored on your tastes.Now the true visit may start!Guided by the map you'll be able to easily walk throughout rooms and corridors, admire masterpieces and listen to their stories thanks to the original audioguides that QuickMuseum offers you. Those audioguides, read by professional actors, tell you stories, mysteries and peculiarities hidden behind every work of art, in a straightforward and engaging manner. The scripts of the audioguides have all been realised by art bloggers, experts in communicating contents and ideas plainly, engaging their audience.To save money and spare room on your device's memory, QuickMuseum allows you to download and buy only the audioguides of the museums that you need, which will be stored on your device to let you listen to them off line, without needing an internet connection. If you don't want to use your data, simply download the audioguides when you're on wifi, then listen to them inside the museum.- AUDIOGUIDES FROM THE LOUVRE, THE VATICAN MUSEUM, THE TATE MODERN AND THE REINA SOFIA ARE FREE -Key features- Europe most important museums finally in the same app;- available in the app audioguides in English and Italian and custom tours for Louvre and Orsay museum in Paris and Vatican museum and Borghese Gallery in Rome, National Gallery and Tate Modern for London and Prado and Reina Sofìa for Madrid;- audioguides realised by art bloggers and read by professional actors;- timed tours of each museum, to avoid missing the main masterpieces;- custom tours, to focus on your favourite themes;- quiz tours, to challenge your knowledge;- profile tours, to create, masterpiece after masterpiece, a truly personalised tour, based on questions that will define the visitor's personal profile;- beautifully designed maps that will help you orienting in even the most maze-like museum (ps: in our opinion it surely is the Louvre);- search your favourite masterpieces or artists and find them on the maps;- get brief fundamental textual info on artist and artistic styles or currents.- very low battery consumption.NOTE - ON MUSEUM COLLECTIONSQuickMuseum is constantly updating the list of works of art and the team strives to always mark their exact location within the museum. Often though museums refurbish their interior, lend works of art to other galleries or organisations, or change their location; this might result in our map not being entirely up to date with the exact layout of each collection or that some work of art commented in the app might be temporarily missing from the museum's display.Feel free to get in touch in case there was something wrong in our maps!NOTE - ON MUSEUMSOnly the most important art museums in Paris, Rome, London and Madrid are included in the app at the moment.NOTE - ON LANGUAGESOnly English and Italian language are supported at the moment, but new languages will be added soon.Read moreCollapse",3585.00,4.30,"Amanda versions experimental, quando senza contenuti. crasha. il concetto sarebbe interessante",94.00,24/09/2020,19/03/2021,176.00,151.00,500.00,6.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.MuseoDelPrado.tesorodelfin,The Dauphin’s Treasure of the Museo del Prado,20.00,"Official app of the Museo del Prado. This app is a great tool to discover the Dauphin’s Treasure and enjoy the collection down to the finest detail. Each work is accompanied by its technical sheet, curiosities and the reproduction of its case when it is preserved. In addition, the pieces can be enlarged and visualized 360º by sliding the fingers on the screen of the device, providing a unique experience. Philip V, the first Spanish Bourbon king and grandson of Louis XIV, inherited an exceptional group of vessels from his father, Louis, the Grand Dauphin of France (1661-1711). Made of rock crystal and decorative stones, traditionally known as “hardstones”, most are embellished with gold and silver mounts and with diamonds, rubies, emeralds, pearls and other gems. This collection is known as the Dauphin’s Treasure. The rarity of the materials employed in conceptually complex creations of this type and the technical skill involved in their making and decoration explain why they were so highly cherished, above and beyond other works of art such as paintings or sculptures, traditionally more highly valued. This app will help you to discover the Dauphin’s Treasure, its origins, the materials used in its creation and the different workshops involved. It also discusses the Treasure’s eventful history as well as the valuable cases that protected the works.This unique collection has been on display in its entirety at the Museo del Prado since 2018.Read moreCollapse",1479.00,0.00,Without Review,14.00,04/06/2020,19/03/2021,288.00,35.00,1000.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=fr.orpheo.artmuseum,Azerbaijan National Art Museum,6.00,"Welcome to the National Museum of Art !The Art Museum program contains a wide range of audio guides and was designed to inform each guest in detail about the various exhibits presented in the museum. Due to the multifunctionality of the program and the establishment of an age indicator, any guest of the museum can choose the appropriate program for him: Audio guide for adults or Audio guide for children.A separate and special place in the program is occupied by audio guides dedicated to the Azerbaijan national exhibits and providing rich information about them, starting from the year of their creation and ending with their historic journey through their native and foreign lands.Read moreCollapse",704.00,5.00,💜💜💜,6.00,09/12/2019,19/03/2021,466.00,24.00,100.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.secondcanvas.himselmuseum,Second Canvas Himsel Museum,,"An innovative app that aims to change the way we appreciate art in the gallery, school and home.' – The Telegraph'A walk at the same time real and virtual' – La Repubblica'An extraordinary help to make art available to those who can not visit the exhibitions' – El PaísFor smartphones and tablets, in English and Latvian.Second Canvas Himsel Museum app is a tool for exploring 6 museum masterpieces in super high-resolution like never before. It is accompanied by further images and descriptions of the objects and documents from the historic collections of the founder of the Baltic museum tradition, Nikolaus von Himsel. Discover. Interact. Learn from stories told by the Creative Museum experts. Choose your favorite detail and share it on social media.Created by Creative Museum and Madpixel, Second Canvas allows you to explore highlights of its Collection, with the best quality and resolution.Main features: • Super-zoom to explore the works in amazing detail, right down to the individual brushstrokes and craquelure, thanks to their gigapixel resolution.• Discover incredible details and the stories behind them from museum experts: characters, symbolism, technique, the artist's style, and more. • Share your own stories on social media, choosing which details you want to post in super-high resolution. • New resources like audio tours, videos, lectures, and so on, will gradually be added to make your experience truly unforgettable.• Available in English and Latvian.We hope you enjoy Second Canvas Himsel Museum. Tell us about your experience with the app and help us improve: support@secondcanvas.net More about Creative Museumwww.creativemuseum.lv/en/news/himselMore about Second Canvas: www.secondcanvas.netRead moreCollapse",1741.00,0.00,Without Review,14.00,23/11/2018,19/03/2021,847.00,6.20,50.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=au.net.australianmuseum.scottsistersapp,The Art of Science.,29.00,"The Art of Science - Butterfly and Moth Paintings from the Scott SistersExplore over 100 paintings of butterflies and moths by sisters Harriet and Helena Scott, colonial Sydney’s most famous natural history artists and see the latest scientific data.- Discover each painting in colourful detail- View current scientific data on each featured insect via links to the Atlas of Living Australia- Explore the history and biographies of the sisters and find out about the art of natural history illustrationThe Australian Museum is proud to make this historic collection available using mobile technology and showcase the science and art of the Scott sisters.Created by the Australian Museum, Beaconmaker and the NSW Department of Finance and Services.imageRead moreCollapse",769.00,4.20,"I cannot do anything with this app. downloads then freezes when it opens. last time i tried to reinstall it started to download then pop up said error 901 cant download even though it did. im on a samsung. think theres a majoir bug or problem. sad as i homeschool and want to use it for our nature st...Full ReviewI cannot do anything with this app. downloads then freezes when it opens. last time i tried to reinstall it started to download then pop up said error 901 cant download even though it did. im on a samsung. think theres a majoir bug or problem. sad as i homeschool and want to use it for our nature studies 😢will updat review when fixed. opens onto home page and can't scroll or move anywhere so cant access anything. I am on a Samsung which I would have thought was a common android phone. Is of no use to me so will have to uninstall. very disappointed Does not work at first time but... I was unable to use it on my lg L70 due my font size configuration. To change it you'll need to go to ""display options"" and there change the size font to minimum. It is an amazing app! Beautiful and Impressive Great, but it does not display correctly on my phone. The right edge of each image is cut off when it is displayed, so I can only use about 80% of the screen.",1272.00,01/04/2016,19/03/2021,1813.00,3.10,1000.00,4.10,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.cuseum.timkenmuseumofart,Timken Museum of Art,,"Explore the Timken Museum of Art's world-class collection of European old masters, 19th century American art and Russian icons. Known as San Diego’s “jewel box” of fine art, the Timken is the only free art museum in Balboa Park. Art education and accessibility are the heart of the Timken's mission. Visitors are encouraged to take their time, to explore and look closely at centuries of artistic genius and to use the Timken's app as a tool to experience the collection.Read moreCollapse",488.00,0.00,"Big bug! Doesn't work with the stop numbers as posted, you have to add leading zeros to make it into a three digit number. (I'm on Android 10 and my wife's iPhone didn't have this problem)",188.00,07/01/2020,19/03/2021,437.00,2.00,500.00,6.00,,,,,,,,,,,
